city,date,tmax,tmin,tavg
xiangyang,1980/8/15,88,70,78
xiangyang,1980/8/16,84,75,78
xiangyang,1980/8/17,83,74,77
xiangyang,1980/8/18,77,70,73
xiangyang,1980/8/19,84,71,76
xiangyang,1980/8/20,82,72,76
xiangyang,1980/8/21,76,72,73
xiangyang,1980/8/22,87,71,78
xiangyang,1980/8/23,80,72,75
xiangyang,1980/8/24,74,71,72
xiangyang,1980/8/25,84,67,75
xiangyang,1980/8/26,86,74,79
xiangyang,1980/8/27,82,75,78
xiangyang,1980/8/28,78,71,73
xiangyang,1980/8/29,85,71,78
xiangyang,1980/8/30,96,74,82
xiangyang,1980/8/31,92,69,80
xiangyang,1980/9/1,92,71,81
xiangyang,1980/9/2,88,71,79
xiangyang,1980/9/3,88,72,80
xiangyang,1980/9/4,82,67,75
xiangyang,1980/9/5,68,62,65
xiangyang,1980/9/6,74,62,67
xiangyang,1980/9/7,72,66,68
xiangyang,1980/9/8,69,61,64
xiangyang,1980/9/9,78,61,67
xiangyang,1980/9/10,82,59,70
xiangyang,1980/9/11,86,62,73
xiangyang,1980/9/12,87,66,76
xiangyang,1980/9/13,86,70,76
xiangyang,1980/9/14,87,65,76
xiangyang,1980/9/15,80,70,73
xiangyang,1980/9/16,79,67,71
xiangyang,1980/9/17,78,64,69
xiangyang,1980/9/18,77,64,70
xiangyang,1980/9/19,85,64,72
xiangyang,1980/9/20,81,62,71
xiangyang,1980/9/21,73,67,69
xiangyang,1980/9/22,69,61,63
xiangyang,1980/9/23,71,60,64
xiangyang,1980/9/24,78,55,65
xiangyang,1980/9/25,83,54,67
xiangyang,1980/9/26,77,59,68
xiangyang,1980/9/27,80,63,70
xiangyang,1980/9/28,84,61,71
xiangyang,1980/9/29,80,61,70
xiangyang,1980/9/30,79,57,67
xiangyang,1980/10/1,80,54,67
xiangyang,1980/10/2,81,64,72
xiangyang,1980/10/3,74,64,69
xiangyang,1980/10/4,69,61,63
xiangyang,1980/10/5,69,61,64
xiangyang,1980/10/6,81,60,69
xiangyang,1980/10/7,85,60,70
xiangyang,1980/10/8,74,60,64
xiangyang,1980/10/9,60,56,59
xiangyang,1980/10/10,74,54,64
xiangyang,1980/10/11,64,60,62
xiangyang,1980/10/12,70,60,64
xiangyang,1980/10/13,71,57,64
xiangyang,1980/10/14,75,56,64
xiangyang,1980/10/15,66,60,63
xiangyang,1980/10/16,77,54,64
xiangyang,1980/10/17,75,51,63
xiangyang,1980/10/18,78,55,65
xiangyang,1980/10/19,79,53,64
xiangyang,1980/10/20,69,57,63
xiangyang,1980/10/21,64,53,57
xiangyang,1980/10/22,60,52,55
xiangyang,1980/10/23,67,51,58
xiangyang,1980/10/24,74,49,60
xiangyang,1980/10/25,66,50,57
xiangyang,1980/10/26,71,37,54
xiangyang,1980/10/27,74,41,57
xiangyang,1980/10/28,76,46,61
xiangyang,1980/10/29,64,56,60
xiangyang,1980/10/30,63,51,57
xiangyang,1980/10/31,63,53,57
xiangyang,1980/11/1,72,53,60
xiangyang,1980/11/2,69,38,54
xiangyang,1980/11/3,63,52,57
xiangyang,1980/11/4,74,54,61
xiangyang,1980/11/5,76,42,58
xiangyang,1980/11/6,78,49,62
xiangyang,1980/11/7,73,48,60
xiangyang,1980/11/8,62,51,54
xiangyang,1980/11/9,68,43,54
xiangyang,1980/11/10,71,41,54
xiangyang,1980/11/11,74,44,57
xiangyang,1980/11/12,74,48,58
xiangyang,1980/11/13,62,37,50
xiangyang,1980/11/14,63,43,53
xiangyang,1980/11/15,62,49,53
xiangyang,1980/11/16,70,40,54
xiangyang,1980/11/17,69,43,55
xiangyang,1980/11/18,68,50,57
xiangyang,1980/11/19,63,47,55
xiangyang,1980/11/20,63,53,56
xiangyang,1980/11/21,62,50,56
xiangyang,1980/11/22,60,53,56
xiangyang,1980/11/23,56,51,54
xiangyang,1980/11/24,59,42,51
xiangyang,1980/11/25,60,37,49
xiangyang,1980/11/26,55,49,52
xiangyang,1980/11/27,61,45,52
xiangyang,1980/11/28,60,44,52
xiangyang,1980/11/29,68,53,58
xiangyang,1980/11/30,67,39,52
xiangyang,1980/12/1,62,47,54
xiangyang,1980/12/2,58,39,49
xiangyang,1980/12/3,57,35,44
xiangyang,1980/12/4,53,35,42
xiangyang,1980/12/5,62,36,47
xiangyang,1980/12/6,65,35,47
xiangyang,1980/12/7,63,35,48
xiangyang,1980/12/8,65,37,50
xiangyang,1980/12/9,63,33,45
xiangyang,1980/12/10,65,29,45
xiangyang,1980/12/11,60,39,51
xiangyang,1980/12/12,53,26,39
xiangyang,1980/12/13,52,29,39
xiangyang,1980/12/14,45,24,35
xiangyang,1980/12/15,42,33,36
xiangyang,1980/12/16,44,33,38
